user_id	tag_id	readtime	
4	123	0.404	
4	124	0.113	
4	125	0.409	
4	126	0.025	
4	127	0.077	
4	128	0.028	
4	129	0.347	
4	130	0.173	
4	131	0.363	
4	132	0.437	
4	133	0.479	
4	134	0.473	
4	135	0.11	
4	136	0.158	
4	137	0.307	
4	138	0.134	
4	139	0.151	
4	140	0.292	
4	141	0.113	
4	142	0.306	
4	143	0.001	
4	144	0.481	
4	145	0.352	
4	146	0.219	
4	147	0.456	
4	148	0.157	
4	149	0.055	
4	150	0.486	
4	151	0.441	
4	152	0.168	
4	153	0.279	
4	154	0.179	
4	155	0.292	
4	156	0.281	
4	157	0.061	
4	158	0.106	
4	159	0.115	
4	160	0.113	
4	161	0.432	
4	162	0.421	
4	163	0.489	
4	164	0.048	
4	165	0.192	
4	166	0.352	
4	167	0.313	
4	168	0.096	
4	169	0.282	
4	170	0.03	
4	171	0.284	
4	172	0.154	
4	173	0.478	
4	174	0.233	
4	175	0.037	
4	176	0.476	
4	177	0.215	
4	178	0.306	
4	179	0.401	
4	180	0.083	
4	181	0.333	
5	1	0.025	
5	2	0.257	
5	3	0.013	
5	4	0.211	
5	5	0.092	
5	6	0.475	
5	7	0.361	
5	8	0.192	
5	9	0.38	
5	10	0.161	
5	11	0.442	
5	12	0.289	
5	13	0.166	
5	14	0.458	
5	15	0.31	
5	16	0.234	
5	17	0.403	
5	18	0.426	
5	19	0.407	
5	20	0.037	
5	21	0.235	
5	22	0.178	
5	23	0.006	
5	24	0.174	
5	25	0.038	
5	26	0.06	
5	27	0.285	
5	28	0.484	
5	29	0.07	
5	30	0.204	
5	31	0.225	
5	32	0.008	
5	33	0.043	
5	34	0.406	
5	35	0.348	
5	36	0.479	
5	37	0.127	
5	38	0.114	
5	39	0.222	
5	40	0.155	
5	41	0.197	
5	42	0.079	
5	43	0.221	
5	44	0.182	
5	45	0.255	
5	46	0.18	
5	47	0.041	
5	48	0.148	
5	49	0.276	
5	50	0.335	
5	51	0.448	
5	52	0.121	
5	53	0.142	
5	54	0.155	
5	55	0.235	
5	56	0.486	
5	57	0.487	
5	58	0.125	
5	59	0.491	
5	60	0.032	
5	61	0.376	
5	62	0.414	
5	63	0.065	
5	64	0.149	
5	65	0.064	
5	66	0.335	
5	67	0.034	
5	68	0.377	
5	69	0.426	
5	70	0.058	
5	71	0.104	
5	72	0.009	
5	73	0.102	
5	74	0.39	
5	75	0.14	
5	76	0.468	
5	77	0.422	
5	78	0.304	
5	79	0.045	
5	80	0.062	
5	81	0.348	
5	82	0.061	
5	83	0.475	
5	84	0.326	
5	85	0.373	
5	86	0.314	
5	87	0.077	
5	88	0.034	
5	89	0.163	
5	90	0.22	
5	91	0.312	
5	92	0.302	
5	93	0.489	
5	94	0.413	
5	95	0.222	
5	96	0.082	
5	97	0.028	
5	98	0.256	
5	99	0.011	
5	100	0.12	
5	101	0.245	
5	102	0.091	
5	103	0.351	
5	104	0.464	
5	105	0.479	
5	106	0.429	
5	107	0.359	
5	108	0.322	
5	109	0.149	
5	110	0.218	
5	111	0.411	
5	112	0.289	
5	113	0.005	
5	114	0.175	
5	115	0.138	
5	116	0.466	
5	117	0.411	
5	118	0.298	
5	119	0.287	
5	120	0.432	
5	121	0.34	
5	122	0.19	
5	123	0.182	
5	124	0.165	
5	125	0.388	
5	126	0.258	
5	127	0.347	
5	128	0.302	
5	129	0.192	
5	130	0.134	
5	131	0.042	
5	132	0.156	
5	133	0.096	
5	134	0.211	
5	135	0.409	
5	136	0.213	
5	137	0.093	
5	138	0.177	
5	139	0.476	
5	140	0.423	
5	141	0.076	
5	142	0.43	
5	143	0.049	
5	144	0.347	
5	145	0.341	
5	146	0.041	
5	147	0.309	
5	148	0.204	
5	149	0.208	
5	150	0.233	
5	151	0.02	
5	152	0.072	
5	153	0.004	
5	154	0.476	
5	155	0.486	
5	156	0.239	
5	157	0.042	
5	158	0.156	
5	159	0.294	
5	160	0.005	
5	161	0.415	
5	162	0.015	
5	163	0.434	
5	164	0.437	
5	165	0.067	
5	166	0.019	
5	167	0.398	
5	168	0.112	
5	169	0.021	
5	170	0.209	
5	171	0.134	
5	172	0.193	
5	173	0.21	
5	174	0.087	
5	175	0.132	
5	176	0.198	
5	177	0.184	
5	178	0.221	
5	179	0.241	
5	180	0.429	
5	181	0.421	
6	1	0.231	
6	2	0.139	
6	3	0.203	
6	4	0.227	
6	5	0.303	
6	6	0.304	
6	7	0.292	
6	8	0.229	
6	9	0.033	
6	10	0.026	
6	11	0.34	
6	12	0.103	
6	13	0.459	
6	14	0.233	
6	15	0.342	
6	16	0.144	
6	17	0.067	
6	18	0.208	
6	19	0.305	
6	20	0.313	
6	21	0.122	
6	22	0.24	
6	23	0.291	
6	24	0.049	
6	25	0.367	
6	26	0.037	
6	27	0.204	
6	28	0.14	
6	29	0.013	
6	30	0.054	
6	31	0.41	
6	32	0.198	
6	33	0.299	
6	34	0.383	
6	35	0.258	
6	36	0.029	
6	37	0.452	
6	38	0.11	
6	39	0.347	
6	40	0.317	
6	41	0.051	
6	42	0.496	
6	43	0.429	
6	44	0.268	
6	45	0.306	
6	46	0.393	
6	47	0.311	
6	48	0.304	
6	49	0.014	
6	50	0.242	
6	51	0.469	
6	52	0.291	
6	53	0.073	
6	54	0.288	
6	55	0.062	
6	56	0.015	
6	57	0.093	
6	58	0.487	
6	59	0.327	
6	60	0.256	
6	61	0.286	
6	62	0.258	
6	63	0.026	
6	64	0.113	
6	65	0.253	
6	66	0.386	
6	67	0.307	
6	68	0.01	
6	69	0.157	
6	70	0.003	
6	71	0.193	
6	72	0.215	
6	73	0.253	
6	74	0.495	
6	75	0.31	
6	76	0.095	
6	77	0.122	
6	78	0.114	
6	79	0.354	
6	80	0.163	
6	81	0.274	
6	82	0.239	
6	83	0.22	
6	84	0.122	
6	85	0.18	
6	86	0.387	
6	87	0.104	
6	88	0.473	
6	89	0.398	
6	90	0.426	
6	91	0.419	
6	92	0.286	
6	93	0.089	
6	94	0.211	
6	95	0.113	
6	96	0.45	
6	97	0.143	
6	98	0.013	
6	99	0.086	
6	100	0.293	
6	101	0.232	
6	102	0.289	
6	103	0.151	
6	104	0.272	
6	105	0.452	
6	106	0.429	
6	107	0.279	
6	108	0.492	
6	109	0.244	
6	110	0.452	
6	111	0.361	
6	112	0.146	
6	113	0.474	
6	114	0.267	
6	115	0.046	
6	116	0.237	
6	117	0.296	
6	118	0.144	
6	119	0.434	
6	120	0.187	
6	121	0.082	
6	122	0.494	
6	123	0.289	
6	124	0.182	
6	125	0.246	
6	126	0.354	
6	127	0.35	
6	128	0.292	
6	129	0.233	
6	130	0.429	
6	131	0.311	
6	132	0.022	
6	133	0.421	
6	134	0.293	
6	135	0.263	
6	136	0.01	
6	137	0.145	
6	138	0.156	
6	139	0.1	
6	140	0.076	
6	141	0.355	
6	142	0.433	
6	143	0.302	
6	144	0.321	
6	145	0.362	
6	146	0.442	
6	147	0.165	
6	148	0.088	
6	149	0.042	
6	150	0.251	
6	151	0.168	
6	152	0.232	
6	153	0.019	
6	154	0.36	
6	155	0.203	
6	156	0.268	
6	157	0.114	
6	158	0.201	
6	159	0.314	
6	160	0.207	
6	161	0.143	
6	162	0.078	
6	163	0.26	
6	164	0.352	
6	165	0.031	
6	166	0.408	
6	167	0.231	
6	168	0.323	
6	169	0.108	
6	170	0.008	
6	171	0.091	
6	172	0.144	
6	173	0.359	
6	174	0.165	
6	175	0.41	
6	176	0.028	
6	177	0.194	
6	178	0.317	
6	179	0.25	
6	180	0.172	
6	181	0.387	
7	1	0.275	
7	2	0.365	
7	3	0.489	
7	4	0.141	
7	5	0.157	
7	6	0.196	
7	7	0.159	
7	8	0.201	
7	9	0.268	
7	10	0.5	
7	11	0.375	
7	12	0.432	
7	13	0.5	
7	14	0.393	
7	15	0.049	
7	16	0.128	
7	17	0.289	
7	18	0.142	
7	19	0.062	
7	20	0.287	
7	21	0.408	
7	22	0.495	
7	23	0.413	
7	24	0.078	
7	25	0.233	
7	26	0.387	
7	27	0.359	
7	28	0.471	
7	29	0.432	
7	30	0.143	
7	31	0.496	
7	32	0.231	
7	33	0.018	
7	34	0.146	
7	35	0.261	
7	36	0.305	
7	37	0.472	
7	38	0.219	
7	39	0.08	
7	40	0.435	
7	41	0.007	
7	42	0.5	
7	43	0.314	
7	44	0.17	
7	45	0.1	
7	46	0.434	
7	47	0.366	
7	48	0.381	
7	49	0.24	
7	50	0.062	
7	51	0.003	
7	52	0.071	
7	53	0.251	
7	54	0.118	
7	55	0.387	
7	56	0.135	
7	57	0.36	
7	58	0.436	
7	59	0.17	
7	60	0.253	
7	61	0.018	
7	62	0.137	
7	63	0.038	
7	64	0.102	
7	65	0.462	
7	66	0.164	
7	67	0.406	
7	68	0.419	
7	69	0.056	
7	70	0.303	
7	71	0.124	
7	72	0.462	
7	73	0.04	
7	74	0.031	
7	75	0.399	
7	76	0.029	
7	77	0.489	
7	78	0.216	
7	79	0.293	
7	80	0.232	
7	81	0.167	
7	82	0.479	
7	83	0.483	
7	84	0.417	
7	85	0.225	
7	86	0.307	
7	87	0.415	
7	88	0.361	
7	89	0.342	
7	90	0.496	
7	91	0.249	
7	92	0.166	
7	93	0.046	
7	94	0.309	
7	95	0.253	
7	96	0.305	
7	97	0.01	
7	98	0.405	
7	99	0.481	
7	100	0.43	
7	101	0.121	
7	102	0.031	
7	103	0.111	
7	104	0.174	
7	105	0.189	
7	106	0.473	
7	107	0.216	
7	108	0.319	
7	109	0.34	
7	110	0.329	
7	111	0.491	
7	112	0.165	
7	113	0.494	
7	114	0.483	
7	115	0.052	
7	116	0.147	
7	117	0.257	
7	118	0.384	
7	119	0.084	
7	120	0.132	
7	121	0.118	
7	122	0.018	
7	123	0.344	
7	124	0.435	
7	125	0.336	
7	126	0.034	
7	127	0.177	
7	128	0.126	
7	129	0.403	
7	130	0.429	
7	131	0.089	
7	132	0.32	
7	133	0.009	
7	134	0.197	
7	135	0.153	
7	136	0.123	
7	137	0.344	
7	138	0.297	
7	139	0.448	
7	140	0.284	
7	141	0.385	
7	142	0.216	
7	143	0.051	
7	144	0.494	
7	145	0.184	
7	146	0.076	
7	147	0.108	
7	148	0.034	
7	149	0.426	
7	150	0.454	
7	151	0.385	
7	152	0.294	
7	153	0.083	
7	154	0.388	
7	155	0.021	
7	156	0.48	
7	157	0.233	
7	158	0.159	
7	159	0.326	
7	160	0.261	
7	161	0.459	
7	162	0.437	
7	163	0.461	
7	164	0.259	
7	165	0.461	
7	166	0.399	
7	167	0.329	
7	168	0.132	
7	169	0.079	
7	170	0.352	
7	171	0.01	
7	172	0.498	
7	173	0.027	
7	174	0.047	
7	175	0.254	
7	176	0.082	
7	177	0.034	
7	178	0.14	
7	179	0.052	
7	180	0.223	
7	181	0.3	
8	1	0.323	
8	2	0.202	
8	3	0.254	
8	4	0.048	
8	5	0.091	
8	6	0.025	
8	7	0.005	
8	8	0.185	
8	9	0.469	
8	10	0.268	
8	11	0.043	
8	12	0.207	
8	13	0.476	
8	14	0.5	
8	15	0.111	
8	16	0.295	
8	17	0.086	
8	18	0.178	
8	19	0.147	
8	20	0.19	
8	21	0.279	
8	22	0.401	
8	23	0.354	
8	24	0.386	
8	25	0.195	
8	26	0.409	
8	27	0.441	
8	28	0.37	
8	29	0.368	
8	30	0.351	
8	31	0.013	
8	32	0.143	
8	33	0.477	
8	34	0.009	
8	35	0.09	
8	36	0.37	
8	37	0.342	
8	38	0.151	
8	39	0.223	
8	40	0.211	
8	41	0.259	
8	42	0.332	
8	43	0.404	
8	44	0.05	
8	45	0.486	
8	46	0.192	
8	47	0.448	
8	48	0.258	
8	49	0.381	
8	50	0.112	
8	51	0.324	
8	52	0.065	
8	53	0.003	
8	54	0.187	
8	55	0.415	
8	56	0.266	
8	57	0.201	
8	58	0.463	
8	59	0.194	
8	60	0.213	
8	61	0.073	
8	62	0.08	
8	63	0.071	
8	64	0.16	
8	65	0.309	
8	66	0.444	
8	67	0.216	
8	68	0.192	
8	69	0.072	
8	70	0.301	
8	71	0.061	
8	72	0.273	
8	73	0.029	
8	74	0.063	
8	75	0.337	
8	76	0.356	
8	77	0.331	
8	78	0.2	
8	79	0.155	
8	80	0.413	
8	81	0.284	
8	82	0.009	
8	83	0.035	
8	84	0.192	
8	85	0.146	
8	86	0.348	
8	87	0.18	
8	88	0.244	
8	89	0.448	
8	90	0.472	
8	91	0.431	
8	92	0.086	
8	93	0.43	
8	94	0.392	
8	95	0.304	
8	96	0.42	
8	97	0.266	
8	98	0.019	
8	99	0.26	
8	100	0.064	
8	101	0.48	
8	102	0.471	
8	103	0.042	
8	104	0.285	
8	105	0.004	
8	106	0.176	
8	107	0.442	
8	108	0.432	
8	109	0.417	
8	110	0.479	
8	111	0.03	
8	112	0.144	
8	113	0.375	
8	114	0.176	
8	115	0.2	
8	116	0.408	
8	117	0.263	
8	118	0.434	
8	119	0.156	
8	120	0.242	
8	121	0.297	
8	122	0.285	
8	123	0.117	
8	124	0.127	
8	125	0.041	
8	126	0.033	
8	127	0.006	
8	128	0.198	
8	129	0.299	
8	130	0.271	
8	131	0.336	
8	132	0.271	
8	133	0.452	
8	134	0.289	
8	135	0.101	
8	136	0.219	
8	137	0.455	
8	138	0.456	
8	139	0.166	
8	140	0.448	
8	141	0.216	
8	142	0.437	
8	143	0.22	
8	144	0.121	
8	145	0.375	
8	146	0.392	
8	147	0.373	
8	148	0.419	
8	149	0.061	
8	150	0.333	
8	151	0.165	
8	152	0.172	
8	153	0.089	
8	154	0.133	
8	155	0.249	
8	156	0.137	
8	157	0.352	
8	158	0.397	
8	159	0.345	
8	160	0.274	
8	161	0.325	
8	162	0.464	
8	163	0.135	
8	164	0.018	
8	165	0.088	
8	166	0.263	
8	167	0.285	
8	168	0.027	
8	169	0.311	
8	170	0.21	
8	171	0.172	
8	172	0.027	
8	173	0.266	
8	174	0.065	
8	175	0.458	
8	176	0.216	
8	177	0.418	
8	178	0.267	
8	179	0.408	
8	180	0.426	
8	181	0.37	
9	1	0.215	
9	2	0.492	
9	3	0.3	
9	4	0.315	
9	5	0.227	
9	6	0.262	
9	7	0.121	
9	8	0.2	
9	9	0.484	
9	10	0.254	
9	11	0.346	
9	12	0.207	
9	13	0.451	
9	14	0.178	
9	15	0.136	
9	16	0.39	
9	17	0.215	
9	18	0.165	
9	19	0.299	
9	20	0.312	
9	21	0.088	
9	22	0.375	
9	23	0.423	
9	24	0.239	
9	25	0.051	
9	26	0.091	
9	27	0.368	
9	28	0.427	
9	29	0.347	
9	30	0.419	
9	31	0.122	
9	32	0.143	
9	33	0.271	
9	34	0.33	
9	35	0.295	
9	36	0.355	
9	37	0.233	
9	38	0.237	
9	39	0.053	
9	40	0.313	
9	41	0.367	
9	42	0.114	
9	43	0.354	
9	44	0.014	
9	45	0.367	
9	46	0.218	
9	47	0.457	
9	48	0.474	
9	49	0.424	
9	50	0.472	
9	51	0.099	
9	52	0.081	
9	53	0.034	
9	54	0.106	
9	55	0.059	
9	56	0.435	
9	57	0.234	
9	58	0.426	
9	59	0.265	
9	60	0.075	
9	61	0.429	
9	62	0.052	
9	63	0.19	
9	64	0.395	
9	65	0.046	
9	66	0.072	
9	67	0.09	
9	68	0.014	
9	69	0.473	
9	70	0.193	
9	71	0.297	
9	72	0.251	
9	73	0.207	
9	74	0.207	
9	75	0.156	
9	76	0.109	
9	77	0.189	
9	78	0.313	
9	79	0.053	
9	80	0.339	
9	81	0.438	
9	82	0.038	
9	83	0.41	
9	84	0.047	
9	85	0.15	
9	86	0.157	
9	87	0.446	
9	88	0.078	
9	89	0.437	
9	90	0.089	
9	91	0.327	
9	92	0.246	
9	93	0.017	
9	94	0.439	
9	95	0.184	
9	96	0.213	
9	97	0.479	
9	98	0.023	
9	99	0.336	
9	100	0.05	
9	101	0.146	
9	102	0.213	
9	103	0.192	
9	104	0.331	
9	105	0.307	
